,arx4d1e1187b9a9c4d,arbdn871187b98cc11,easy,barsStart_var,ar6k1c41187fb444b6,indie,classic,segmentsPitches_mean_2,arl53rs1187b9b19ad,ar2joyq1187fb3cd29,arh3s5s1187fb4f76b,jazz,folk,electronic,electronica,aruksnl1187fb4c5ed,sectionsConfidence_mean,arnpi7b1187fb3dcb7,black,80s,american,guitar,technical,arzot5y1187b9b23ed,version,arlnyy01187b99fbad,arcnjnv1187b9b90c4,germany,ambient,groove,alternative,rock,island,arer3qp1187b9a8dc4,segmentsPitches_var_10,angeles,piano,artistFamiliarity,sad,arx56sc1187b9ba075,arh6w4x1187b99274f,reggae,arr6cvd1187fb3f2bf,artistHotness,artistTermsFreq_mean,ardw74m1187b98da34,ara3vyt1187b997694,thrash,heavy,singer,aruddc91187b9a00e5,artistTermsFreq_var,artist,pop,punk,world,stoner,post,electro,artistTermsWeight_mean,progressive,segmentsTimbre_mean_12,segmentsLoudnessMaxStart_mean,arc43071187b990240,electropop,contemporary,emo,artistTermsWeight_var,ska,brazilian,arabfu01187fb46712,arpr9w71187fb3723a,artistPlayMeID,ar5ex491187b99b3af,year,metal,south,experimental,death,arbacal11f4c8443c2,Hit_Flop_Class
457,0,0,1,5545.772314,0,0,0,-5.039322997,0,0,0,6,0,1,1,0,0.735166667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,446.3780228,0,0,0.468080669,0,0,0,0,0,0.344290296,0.676737464,0,0,0,0,0,0,0.033932878,0,0,0,0,0,0,1,0.75151023,1,0.14320155,-20.5361025,0,0,0,0,0.020592284,0,0,0,0,-1,0,0,0,0,0,0,0,0.360370583
458,0,0,0,10327.40187,0,0,0,-24.13338044,0,0,0,0,0,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.7183299,0,0,0.44576364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952636567,0,0.111029017,-40.02809511,0,0,0,0,0.00448659,0,0,0,0,-1,0,0,0,0,0,0,0,0
459,0,0,0,4008.967934,0,0,0,-15.12596597,0,0,0,0,0,0,0,0,0.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,634.2911425,0,0,0.522888132,0,1,0,1,0,0.30571906,0.571977398,0,0,0,0,0,0,0.077232558,0,2,0,1,0,0,0,0.733711149,0,0.310967277,-21.22555628,0,0,0,0,0.029627294,0,0,0,0,57330,0,2005,0,0,0,0,0,0.349166902
460,0,0,0,1554.317254,0,0,0,-69.59691304,0,0,0,0,0,0,0,0,0.52825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.04003688,1,1,0.293889992,0,0,0,0,0,0,0.42955872,0,0,0,0,0,0,0.103452467,0,2,0,0,0,0,0,0.601398081,0,0.096657005,-26.14788889,0,0,0,0,0.05010014,0,0,0,0,-1,0,0,1,0,0,1,0,0
461,0,0,0,2055.590343,0,0,0,17.28155825,0,0,0,0,0,1,0,0,0.594833333,0,1,0,2,0,0,0,1,0,0,0,0,0,1,4,0,0,146.914604,0,0,0.704093947,0,0,0,0,0,0.410743578,0.747961335,0,0,0,1,0,0,0.025131484,0,1,4,0,0,0,0,0.849972137,0,0.294760968,-13.0824705,0,0,0,0,0.015688447,0,0,0,0,47105,0,0,1,0,0,0,0,0
462,0,0,0,5499.423906,0,0,0,-23.93638063,0,0,0,0,0,1,0,0,0.4335,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,305.4503602,0,0,0.379218061,0,0,0,0,0,0.294789904,0.666637199,0,0,0,0,0,0,0.069814799,0,0,0,0,0,0,0,0.700140007,0,0.172483524,-22.66511903,0,0,0,0,0.036875933,0,0,0,0,-1,0,1998,0,0,1,0,0,0
463,0,0,0,3216.754651,0,1,0,-5.6415,0,0,0,2,1,2,1,0,0.5896,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,172.2658191,1,0,0.639568998,0,0,0,0,0,0.295501622,0.421001842,0,0,0,0,1,0,0.053017073,0,2,0,1,0,0,0,0.523786095,2,0.405288406,-15.81434203,0,0,0,0,0.021113992,0,0,0,0,74267,0,1998,1,0,1,0,0,0
464,0,0,0,5321.402919,0,0,0,6.808246094,0,0,0,0,0,0,0,0,0.621333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,204.457136,0,0,0.268834253,0,0,0,0,0,0,0.633087244,0,0,0,0,0,0,0.07733629,0,0,0,0,0,0,0,0.94107746,0,0.339625,-18.12214355,0,0,0,0,0.001099036,0,1,0,0,-1,0,0,0,0,0,0,0,0
465,0,0,1,4853.859705,0,0,1,-3.006402315,0,0,0,0,1,1,0,0,0.56125,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,184.4966578,0,0,0.353712386,0,0,0,1,0,0.294161882,0.793498171,0,0,0,0,0,0,0.067331096,0,3,0,2,0,0,0,0.747776116,0,0.149143271,-16.79380318,0,0,0,0,0.027652056,0,0,0,0,74252,0,0,0,0,0,0,0,0
466,0,1,0,2289.540747,1,0,0,-28.85302915,0,0,0,0,0,1,0,1,0.6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.6998654,0,0,0.596189938,0,0,0,0,1,0.396521303,0.550423822,1,0,0,0,0,1,0.060346419,0,0,0,0,0,0,0,0.629945008,0,0.159728863,-19.29415743,0,0,2,0,0.031258772,0,0,0,0,54907,1,1994,0,0,0,0,0,0
467,0,0,0,7901.685269,0,0,0,25.36357931,0,0,0,0,0,1,0,0,0.641833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.6216413,0,0,0.467583201,0,0,0,0,0,0.278960162,0.795751884,0,0,0,0,0,0,0.046159942,0,0,0,0,0,0,0,0.815719451,1,0.456603131,-26.98382982,0,0,0,0,0.022668405,0,0,0,0,112987,0,0,0,0,0,0,0,0
468,0,0,0,778.5614918,0,0,0,73.22971371,0,0,0,0,0,0,0,0,0.5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7969044,0,0,0.4621406,0,0,0,0,0,0.32138373,0.763080764,0,0,2,0,0,0,0.038339279,0,0,2,0,0,0,0,0.77701567,0,0.371741935,-8.908133065,0,0,0,0,0.019105922,0,0,0,0,-1,0,0,1,0,0,0,0,0
469,0,0,0,59.95998257,0,0,0,25.98599507,0,0,0,0,0,0,0,0,0.534333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.658136,0,0,0.334542784,0,0,0,0,0,0.049034381,0.857090713,0,0,0,0,0,0,0.01534675,0,0,0,0,0,0,0,0.97547737,0,0.357211823,-39.63912315,0,0,0,0,0.002153813,0,0,0,0,-1,0,0,0,0,0,0,0,0
470,0,0,0,1832.154012,0,0,0,-13.26644769,0,0,0,0,0,1,1,0,0.582428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,440.1345869,0,0,0.635606117,0,0,0,2,0,0.371777228,0.695500668,0,0,0,0,0,0,0.038664374,0,3,0,0,0,0,0,0.721077961,1,0.337141538,-23.03694615,0,0,0,0,0.016055053,0,0,0,0,640,0,2004,0,0,0,0,0,0.265861049
471,0,0,0,10407.26896,0,1,0,-82.44765225,0,0,0,0,0,1,1,0,0.423789474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,318.5400893,0,0,0.478770834,0,0,0,0,0,0.327875295,0.72402018,0,0,0,0,0,0,0.042724701,0,1,0,0,0,0,0,0.73065999,0,0.128006656,-23.72840017,0,0,0,0,0.020453275,0,0,0,0,74542,0,2003,0,0,2,0,0,0.403798072
472,0,0,0,3665.056124,0,1,1,23.29454167,0,0,0,1,0,1,1,0,0.484545455,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,0,0,215.4311155,0,0,0.621587525,0,0,0,0,0,0.401936415,0.736224917,0,0,0,1,0,0,0.023943702,0,1,0,0,0,1,1,0.7031961,0,0.263897569,-13.08250868,0,0,0,1,0.011010163,0,0,0,0,-1,0,0,3,0,0,0,0,0.646151234
473,0,0,0,5160.051138,0,3,0,38.67305382,0,0,0,0,0,1,1,0,0.572714286,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,499.7851133,0,0,0.697434586,0,0,0,0,0,0.477798988,0.798160167,0,0,0,0,0,0,0.029431198,0,1,0,0,0,0,0,0.811154367,0,0.467291566,-31.41505542,0,0,0,0,0.008878526,0,0,0,0,6450,0,0,0,0,1,0,0,0.49271364
474,0,0,0,3330.412734,0,0,0,-5.496213115,0,0,0,0,0,0,0,1,0.5931,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,640.4697817,0,1,0.470414614,0,0,0,0,1,0.310298996,0.660029897,0,0,0,0,1,0,0.053019847,0,2,0,0,0,0,0,0.685765098,0,0.282501366,-32.5845847,1,0,1,0,0.018613657,0,0,1,0,37004,0,0,0,0,0,0,0,0.334706549
475,0,0,0,3977.922499,0,0,0,44.56369222,0,0,0,0,0,1,0,0,0.76175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,181.0634436,0,0,0.545803433,0,0,0,0,0,0.336141578,0.743147427,0,0,0,0,0,0,0.049922216,0,2,0,0,0,0,0,0.739740873,0,0.541383333,-10.75941889,0,0,0,0,0.021502319,0,0,0,0,-1,0,2006,0,0,0,0,0,0.499664862
476,0,0,0,2949.671268,0,0,0,42.07459598,0,0,0,0,0,1,0,0,0.505545455,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,285.1704557,0,0,0.50087616,0,0,0,0,0,0.379228069,0.628764645,0,0,0,0,0,0,0.053875999,0,4,0,1,0,0,0,0.732595464,0,0.351194479,-17.85119824,0,0,0,0,0.025362742,0,0,0,0,-1,0,1998,2,0,0,1,0,0.288481643
477,0,0,0,2663.10588,0,0,0,77.93584628,0,0,0,0,0,0,0,0,0.481888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.95225924,0,0,0.059626097,0,0,0,0,0,0,0.730894024,0,0,0,0,0,0,0.034750674,0,1,0,0,0,0,0,0.760168924,0,0.280585761,-18.75596926,0,0,0,0,0.0168526,0,0,0,0,-1,0,0,0,0,0,0,0,0
478,0,0,0,6190.504002,0,0,1,34.18463369,0,0,0,0,4,1,0,0,0.644714286,0,2,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,179.1828146,0,0,0.636436672,0,0,0,0,0,0.429097812,0.736228934,0,0,1,1,0,0,0.008208041,0,1,1,0,0,0,1,0.781608977,3,0.270619552,-12.65778092,0,0,0,1,0.010367902,1,0,0,0,210655,0,2004,18,0,1,2,0,0.649950408
479,0,0,0,6942.097102,0,0,0,-14.01272504,0,0,0,0,0,1,0,0,0.511294118,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,312.8736639,0,0,0.325913065,0,0,0,0,0,0,0.674189041,0,0,0,0,0,0,0.062358662,0,0,0,0,0,0,0,0.780757287,0,0.185989403,-20.84550028,0,0,0,0,0.035693101,0,0,0,0,-1,0,0,1,0,0,1,0,0.270746494
480,0,0,0,522.0492261,0,2,0,-54.52790871,0,0,1,0,0,0,0,0,0.76075,0,0,0,1,1,0,0,0,0,0,0,0,0,4,9,0,0,424.1989406,0,0,0.798645179,0,0,0,0,0,0.552413346,0.423061916,0,0,0,2,0,0,0.101627045,0,1,1,0,2,0,0,0.499715887,0,0.487775934,-29.51422407,0,0,0,0,0.056144395,0,0,0,0,-1,0,2005,4,0,0,1,0,0.71817979
481,0,0,0,5549.777502,0,0,0,-43.26532442,0,0,0,0,0,1,0,0,0.530538462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,354.1693037,0,0,0.550874224,0,0,0,0,0,0.394345275,0.637116972,0,0,0,0,0,0,0.056180496,0,1,0,0,0,0,1,0.714214437,1,0.416063183,-19.0781288,0,0,1,0,0.022513647,0,0,0,0,-1,0,0,0,0,0,0,0,0.215080319
482,0,0,0,9311.323148,0,0,0,-8.319742754,0,0,0,0,0,0,0,0,0.442083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.6478919,0,0,0.430721866,0,0,0,1,0,0,0.665244401,0,0,0,0,0,0,0.102592096,0,1,0,4,0,0,0,0.726581199,0,0.325484783,-23.73388623,0,0,0,0,0.047943908,0,0,0,0,-1,0,1993,0,0,0,0,0,0
483,0,0,0,5319.332659,0,0,0,25.52676185,0,0,0,0,0,1,1,0,0.60825,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,182.8822093,0,0,0.627375834,0,0,0,0,0,0.364629908,0.630798304,0,0,0,0,1,0,0.08316106,0,6,0,0,0,0,3,0.712121605,0,0.501925028,-26.16696362,0,1,1,0,0.025522651,0,0,0,0,-1,0,0,0,0,0,0,0,0.572920148
484,1,1,0,7893.255838,1,0,0,-18.58588748,0,0,0,0,0,0,0,0,0.434166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239.6226993,0,1,0.426882762,0,0,0,0,1,0.333303418,0.693346963,1,0,0,0,0,1,0.039773386,0,0,0,0,0,0,0,0.749674403,0,0.246920354,-22.92466245,0,0,0,0,0.020504201,0,0,0,0,61305,1,0,0,0,0,0,0,0.292097404
485,0,0,0,1804.76734,0,0,0,59.05301018,0,0,0,0,0,0,0,0,0.567142857,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,247.5159558,0,0,0.113542933,0,0,0,0,0,0.312827767,0.778140857,0,0,0,0,0,0,0.025145902,0,2,0,0,0,0,0,0.782860145,0,0.32098778,-18.45745825,0,0,0,0,0.011749868,0,0,0,0,-1,0,0,0,0,0,0,0,0.405115722
486,0,0,0,3338.486098,0,0,0,-5.181957303,0,0,0,0,1,0,0,0,0.4649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.599771,0,0,0.257251522,0,0,0,0,0,0.138461596,0.516615506,0,0,0,0,0,0,0.17333977,0,0,0,0,0,0,0,0.794390774,0,0.374869663,-13.14604045,0,0,0,0,0.070665985,0,0,0,0,-1,0,2007,0,0,0,0,0,0
487,0,0,0,2204.500962,0,0,0,-42.69791239,0,0,0,2,0,1,1,0,0.684428571,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,342.5765484,0,0,0.570825323,0,0,0,0,0,0.403588238,0.74196917,0,0,0,0,1,0,0.030201404,0,1,0,0,0,0,0,0.728660044,0,0.182074018,-29.34517976,0,0,0,0,0.013827859,0,0,0,0,-1,0,1994,0,0,0,0,0,0.525497119
488,0,0,0,5990.545055,0,0,0,-39.21464127,0,0,0,9,0,0,0,0,0.542,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,359.3608976,0,0,0.564710159,0,0,0,0,0,0.415937641,0.581990505,0,0,0,0,0,0,0.052272839,0,0,0,0,0,0,0,0.659119702,0,0.327011572,-25.22457088,0,0,1,0,0.026498179,0,0,0,0,-1,0,2003,0,0,0,0,0,0.511424326
489,0,0,1,1541.94794,0,0,1,-107.9197746,0,0,0,0,0,1,0,0,0.6145,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,71.34494515,0,0,0.572943396,0,0,0,0,0,0.435808285,0.608780225,0,0,0,0,0,0,0.037879161,0,0,0,0,0,0,0,0.766512875,0,0.389307937,-29.59590794,0,0,1,0,0.010458999,0,0,0,0,-1,0,0,0,0,0,0,0,0
490,0,0,0,2266.636956,0,0,0,-31.75842165,0,0,0,0,0,0,0,0,0.51475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1799115,1,0,0.488160852,0,0,0,0,0,0.29911258,0.655375508,0,0,0,0,0,0,0.102572533,0,0,0,0,0,0,0,0.765204754,0,0.245602585,-24.48002262,0,0,0,0,0.041983859,0,0,0,0,-1,0,0,1,0,0,1,0,0.23571423
491,0,0,2,6611.703841,0,0,0,-8.703343486,0,0,0,1,0,0,0,0,0.718909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,199.9403624,0,0,0.765357013,0,0,0,0,0,0.755149913,0.541871255,0,0,0,0,1,0,0.094504719,0,5,0,0,0,0,0,0.667942684,0,0.417609137,-16.82175465,0,0,1,0,0.040352882,0,0,0,0,115101,0,2008,0,0,0,0,0,0.520526511
492,0,0,0,4976.510491,0,1,0,-11.04508276,0,0,0,0,0,1,0,0,0.5086,0,0,0,2,0,0,0,0,0,0,0,0,0,2,9,0,0,217.850234,0,0,0.595554054,0,0,0,0,0,0.400705227,0.658191376,0,0,0,0,0,0,0.06426581,0,4,0,0,0,0,1,0.726772001,0,0.310308966,-16.81909241,0,0,0,0,0.021558351,0,0,0,0,-1,0,0,0,0,0,0,0,0
493,1,0,0,4636.547975,0,1,0,52.9872893,0,0,0,1,1,1,0,0,0.62675,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,284.5348843,0,0,0.565089892,0,0,0,0,0,0.448593803,0.542499584,0,1,0,0,0,0,0.025479494,0,2,0,0,0,0,0,0.576391517,0,0.251451965,-19.37521616,1,0,3,0,0.015094781,0,0,0,0,15431,0,1994,0,0,0,0,0,0.488289876
494,0,0,0,391.2563743,0,1,0,41.87467081,0,0,0,0,1,0,0,0,0.6445,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,132.0097441,0,0,0.591562633,0,0,0,0,0,0.407239716,0.709223522,0,0,1,0,0,0,0.011522045,0,1,3,0,1,1,0,0.738638551,1,0.232465839,-8.031664596,0,0,0,0,0.011716921,0,0,0,0,-1,0,0,8,0,1,1,0,0.548678056
495,0,0,0,2806.660819,0,2,1,58.0729072,0,0,0,1,0,1,1,0,0.398111111,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,607.5828984,0,0,0.730246319,0,0,0,0,0,0.520489571,0.704249783,0,0,0,0,0,0,0.009317483,0,2,1,0,0,0,1,0.780796767,0,0.202079365,-15.32566545,0,0,0,0,0.007576912,0,0,0,0,6964,0,2008,0,0,0,0,0,0.494489518
496,0,0,0,5592.59318,0,0,0,-10.2292733,0,0,0,0,1,1,0,0,0.640333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,305.8856345,0,0,0.620963981,0,0,0,0,0,0.413254693,0.600914082,0,0,0,0,1,0,0.043424142,0,4,0,2,0,0,0,0.648789929,1,0.247467254,-21.04840806,0,0,0,0,0.021990279,0,0,0,0,1773,0,2000,0,0,0,0,0,0.304169503
497,0,0,0,185.7209368,0,0,0,-25.71731868,0,0,0,0,0,0,0,0,0.8035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.5238045,0,0,0.404197926,0,0,0,0,0,0.299656226,0.818280323,0,0,0,0,0,0,0.027381196,0,0,0,0,0,0,0,0.933183002,0,0.41443956,-32.24290659,0,0,0,0,0.006263431,0,0,0,0,-1,0,0,0,0,0,0,0,0.424090811
498,0,0,0,4113.773179,0,2,1,-21.99429455,0,0,0,0,0,0,0,0,0.7057,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,293.755722,0,0,0.587466437,1,0,1,0,0,0.485198263,0.732899839,0,0,0,0,0,0,0.075384998,0,1,0,0,0,1,0,0.719473525,4,0.258444772,-22.11738881,0,0,0,0,0.028936182,0,0,0,0,60953,0,2006,1,0,2,0,0,0.56633949
499,0,0,0,7066.419428,0,0,0,62.03630929,0,0,0,0,4,0,0,0,0.720545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2655322,0,0,0.352212817,0,0,0,1,0,0.297949266,0.521784275,0,0,0,0,0,0,0.065662328,0,0,0,2,0,0,0,0.621727177,0,0.229079781,-25.39155082,0,0,0,0,0.022588255,0,0,0,0,-1,0,2010,0,0,0,0,0,0
500,0,0,0,91296.74649,0,2,0,-103.2366891,0,0,0,1,0,0,1,0,0.765866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,273.8155602,0,0,0.568427347,0,0,0,0,0,0.335041777,0.869087547,0,0,0,1,0,0,0.033847035,0,0,0,0,0,0,0,0.813758827,0,0.293208686,-22.7047598,0,0,0,0,0.017150603,0,0,0,0,149742,0,0,3,0,2,0,0,0
501,0,0,0,3418.520517,0,0,0,30.67871987,0,0,0,0,0,0,0,0,0.630777778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,390.4362696,0,0,0.750479817,0,0,0,3,0,0.538491128,0.37039659,0,0,0,0,1,0,0.095309932,0,1,0,0,0,0,0,0.549352825,0,0.339018973,-28.68577679,0,0,1,0,0.04589882,0,0,0,0,3069,0,0,0,0,0,0,0,0.365143804
502,0,0,0,3712.974794,0,0,0,41.46614446,0,0,0,0,0,1,0,0,0.7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,201.38117,0,0,0.584989173,0,0,0,0,0,0.344405445,0.71649171,0,0,0,0,0,0,0.058899336,0,4,0,0,0,0,0,0.805478486,0,0.414129196,-14.59000814,0,0,0,1,0.028009572,0,0,0,0,14561,0,0,1,0,0,1,0,0.494489518
503,0,0,0,6375.153775,0,0,0,-18.32904839,0,0,0,2,0,0,0,0,0.6192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.7091578,0,0,0.593119272,0,0,0,0,0,0.37300074,0.569876466,0,0,0,0,0,0,0.149942782,0,0,0,0,0,0,0,0.687925274,0,0.338633641,-20.47789286,0,0,0,0,0.057038264,0,0,0,0,-1,0,2008,0,0,0,0,0,0.510018725
504,0,0,0,5960.20838,0,0,0,-1.62445749,0,0,0,12,0,0,0,0,0.6623,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,583.6645475,0,1,0.606885311,0,0,0,0,0,0.397594324,0.685652949,0,0,0,0,0,0,0.018419361,0,3,0,3,0,1,0,0.71118087,0,0.204747368,-27.03910688,0,0,1,0,0.012543894,0,3,0,0,-1,0,2000,0,0,0,0,0,0.419674279
505,0,0,0,2239.534013,0,3,0,7.760771117,0,0,0,2,3,1,1,0,0.738166667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,338.8259264,0,0,0.651583436,0,0,0,0,0,0.405025455,0.855358589,0,0,0,0,0,0,0.021074743,0,4,1,0,0,0,2,0.810001079,0,0.520747956,-18.7340545,0,0,0,0,0.011869245,0,0,0,0,192757,0,2008,0,0,2,0,0,0.650014515
506,0,0,0,5580.458613,0,0,0,49.55325165,0,0,0,0,0,0,0,0,0.690916667,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,133.0815337,0,0,0.768004235,0,0,0,0,0,0.560819769,0.470419765,0,0,1,2,0,0,0.126847031,0,0,0,0,0,0,0,0.542519712,0,0.447462771,-17.67672667,0,0,0,0,0.050988631,0,0,0,0,12924,0,1999,9,0,0,2,0,0.360370583
507,0,0,0,6243.191256,0,1,1,-22.83796217,0,0,0,2,2,1,0,0,0.520111111,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0,293.0425955,0,0,0.560578608,0,0,0,2,0,0.222794125,0.744051302,0,0,0,0,1,0,0.032731469,0,4,0,0,0,0,0,0.727026665,0,0.24251198,-16.97152585,0,0,0,0,0.015850481,0,0,0,0,-1,0,2009,0,0,1,0,0,0.245284296
508,0,0,0,46321.0031,0,0,0,1.527741491,0,0,0,7,0,0,0,0,0.607043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.0422279,0,0,0.300692709,0,0,0,0,0,0,0.706224873,0,0,0,0,0,0,0.102753194,0,0,0,0,0,0,0,0.770421832,0,0.237741086,-28.85018801,0,0,0,0,0.046690994,0,0,0,0,-1,0,0,0,0,0,0,0,0
509,0,0,0,3216.871359,0,0,0,22.8763,0,0,0,0,1,1,0,1,0.5295,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,236.1332957,0,0,0.63419618,0,0,0,0,0,0.441945161,0.601876963,0,0,0,0,0,0,0.056314471,0,1,0,0,0,0,0,0.645744658,0,0.310644681,-10.25492128,0,0,1,0,0.020474175,0,0,1,0,9636,0,0,0,0,1,0,0,0.567591725
510,0,1,0,7762.800678,0,0,0,-9.871546161,0,0,0,0,0,0,0,0,0.472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.2952827,0,0,0.455306613,0,0,0,0,0,0.144684661,0.195263708,0,0,0,1,0,1,0.081495662,0,0,0,0,0,0,0,0.40159423,0,0.29514966,-16.33774927,0,0,1,0,0.043525564,0,0,0,0,-1,0,0,0,0,0,0,0,0
511,0,0,0,4044.621554,0,1,1,31.47523936,0,0,0,2,0,1,0,0,0.537111111,0,0,1,0,0,0,0,0,0,0,1,1,0,2,6,0,0,571.9450183,0,0,0.543971487,0,0,0,2,0,0.358685666,0.671411896,0,0,0,0,0,0,0.036870416,0,5,1,0,0,0,1,0.735443849,0,0.423034043,-36.22247234,0,0,0,0,0.018797659,0,0,0,0,26856,0,1988,0,0,1,0,0,0.433861382
512,0,0,1,2966.691776,0,1,1,-106.6685753,0,0,0,1,0,0,0,0,0.511888889,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,111.4030975,0,1,0.603882792,0,0,0,0,0,0.394282621,0.661215491,0,0,0,0,0,0,0.035551405,0,2,0,0,0,0,0,0.758559876,0,0.126240803,-34.05415385,0,0,2,0,0.012744379,0,0,0,0,14016,0,2008,0,0,0,0,0,0.313562114
513,0,0,0,5912.411117,0,1,1,-5.100370171,0,0,0,0,0,0,0,0,0.361785714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.5963961,0,0,0.845373304,0,0,0,0,0,0.534429714,0.419749846,0,0,0,0,0,0,0.069326693,0,0,0,0,0,0,0,0.571991195,0,0.511715184,-20.79141509,0,0,0,1,0.046808635,0,0,0,0,-1,0,0,0,0,0,0,0,0.22847373
514,0,0,0,2744.760723,0,3,1,43.09860589,0,0,1,0,0,1,1,0,0.635888889,0,1,0,1,0,0,0,1,0,0,0,0,0,2,8,0,0,192.0540136,0,0,0.864867842,0,0,0,0,0,0.766076164,0.85137549,0,0,0,1,0,0,0.005101038,0,5,2,0,0,1,0,0.853940988,1,0.489830571,-8.75514733,0,0,0,1,0.005702491,1,0,0,0,-1,0,2006,2,0,0,0,0,0.43483809
515,0,0,0,9350.897468,0,0,1,36.11293855,0,0,0,1,0,0,0,0,0.367235294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,312.2970775,0,0,0.472247769,0,1,0,0,0,0.316724551,0.713121099,0,0,0,0,0,0,0.062681613,1,1,0,0,0,0,0,0.758290644,1,0.225556397,-23.77396128,0,0,0,0,0.027226674,0,0,0,0,-1,0,0,0,0,0,0,0,0.266955186
516,0,0,0,3760.676349,0,0,0,64.06254225,0,0,0,0,0,0,0,0,0.5059,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,253.9858303,0,0,0.80955221,0,0,0,0,0,0.583147022,0.551568898,0,0,0,2,0,0,0.124253049,0,0,0,0,0,0,0,0.628011254,0,0.369443662,-12.56398028,0,0,0,0,0.050897746,0,0,0,0,-1,0,2005,5,0,0,0,0,0.638646723
517,0,0,0,3934.404997,0,0,1,-84.85705469,0,0,0,0,0,1,1,0,0.6981,0,1,0,0,0,0,0,0,0,0,1,2,0,3,10,0,0,490.4041889,0,0,0.615106846,0,0,0,0,0,0.345610204,0.746259735,0,0,0,1,0,0,0.007165644,0,4,1,0,0,1,2,0.806737466,0,0.155875,-28.12358125,0,0,0,1,0.007394092,0,0,0,0,27246,0,0,4,0,1,0,0,0.265861049
